"RunID","DOCUMENT_NUMBER","TRANSACTION_NUMBER","TRANSACTION_ID","SALES_REP_ID","TERRITORY_ID","OPEN_DATE","SHIP_DATE","CLOSE_DATE","RETURN_DATE","FORECAST_TYPE","ABCDO_MARKER_ID","BOOK_FAIRS_STATUS_ID","BOOK_FAIR_TYPE_ID","TRUCK_ROUTE_ID","INVOICE_OPTION_ID","BILL_ADDRESS_LINE_1","BILL_ADDRESS_LINE_2","BILL_ADDRESS_LINE_3","BILL_CITY","BILL_COUNTRY","BILL_STATE","BILL_ZIP","SHIP_ADDRESS_LINE_1","SHIP_ADDRESS_LINE_2","SHIP_ADDRESS_LINE_3","SHIP_CITY","SHIP_COUNTRY","SHIP_STATE","SHIP_ZIP","STATUS","CURRENCY_ID","TRANDATE","EXCHANGE_RATE","ROLL_SIZE","PROJECTED_TOTAL","WEIGHTED_TOTAL","LOCATION_ID","SUBSIDIARY_ID","ACCOUNTING_PERIOD_ID","CUSTOMER_ID","CUSTOM_FORM_ID","CREATED_BY_ID","CREATE_DATE","DATE_LAST_MODIFIED"
"235","2","2","589148",,"18649","2016-01-09 00:00:00.0",,,"2016-01-08 00:00:00.0","Omitted",,"1",,,,"75 HARROWFIELD DRIVE",,,"HAMILTON","NZ",,"2001","75 HARROWFIELD DRIVE",,,"HAMILTON","NZ",,"2001","In Progress","13","2016-01-08 00:00:00.0","1.0","0","0.0","0","65","27","99","25066","211","59900","2016-01-08 09:25:08.0","2016-01-12 15:08:14.0"
"235","20","20","618960","18643","18647","2016-02-09 00:00:00.0","2016-02-09 00:00:00.0","2016-02-13 00:00:00.0","2016-02-15 00:00:00.0","Omitted","2","5","2",,,"KOWHAI ROAD",,,"WELLINGTON","NZ",,"6012","KOWHAI ROAD",,,"WELLINGTON","NZ",,,"Closed - Won","13","2016-01-27 00:00:00.0","1.0","310","5000.0","0","61","27","100","27083","211","36","2016-01-27 11:10:03.0","2016-01-28 03:11:55.0"
"235","21","21","618961","18644","18648","2016-02-09 00:00:00.0","2016-02-09 00:00:00.0","2016-02-13 00:00:00.0","2016-02-15 00:00:00.0","Omitted","1","5","2",,,"188 LAKE ROAD",,,"NORTH SHORE CITY","NZ",,"622","10 WINSCOMBE STREET",,,"AUCKLAND","NZ",,,"Closed - Won","13","2016-01-27 00:00:00.0","1.0","565","5000.0","0","61","27","100","25987","211","36","2016-01-27 11:10:07.0","2016-01-28 03:12:06.0"
"235","22","22","618962","18644","18650","2016-02-09 00:00:00.0","2016-02-09 00:00:00.0","2016-02-13 00:00:00.0","2016-02-15 00:00:00.0","Omitted","3","5","2",,,"197 WHITFORD ROAD",,,"HOWICK","NZ",,"1705","197 WHITFORD ROAD",,,"HOWICK","NZ",,"1705","Closed - Won","13","2016-01-27 00:00:00.0","1.0","0","5000.0","0","61","27","100","28197","211","36","2016-01-27 11:10:09.0","2016-01-28 03:12:16.0"
"235","23","23","618963","18644","18646","2016-02-09 00:00:00.0","2016-02-09 00:00:00.0","2016-02-13 00:00:00.0","2016-02-15 00:00:00.0","Omitted","1","5","2",,,"255 NEW BRIGHTON ROAD",,,"CHRISTCHURCH","NZ",,"8083","255 NEW BRIGHTON ROAD",,,"CHRISTCHURCH","NZ",,"8083","Closed - Won","13","2016-01-27 00:00:00.0","1.0","0","5000.0","0","61","27","100","27520","211","36","2016-01-27 11:10:13.0","2016-01-28 03:12:27.0"
"235","24","24","618964","18644","18650","2016-02-09 00:00:00.0","2016-02-09 00:00:00.0","2016-02-13 00:00:00.0","2016-02-15 00:00:00.0","Omitted","2","5","2",,,"PO BOX 82015",,,"MANUKAU","NZ",,"2143","WILLOUGHBY AVENUE",,,"AUCKLAND","NZ",,,"Closed - Won","13","2016-01-27 00:00:00.0","1.0","295","5000.0","0","61","27","100","26101","211","36","2016-01-27 11:10:16.0","2016-01-28 03:12:37.0"
"235","25","25","618965","18643","18648","2016-02-09 00:00:00.0","2016-02-09 00:00:00.0","2016-02-13 00:00:00.0","2016-02-15 00:00:00.0","Omitted","1","5","2",,,"51 FLANSHAW ROAD",,,"WAITAKERE","NZ",,"610","51 FLANSHAW ROAD",,,"AUCKLAND","NZ",,,"Closed - Won","13","2016-01-27 00:00:00.0","1.0","389","5000.0","0","61","27","100","25783","211","36","2016-01-27 11:10:18.0","2016-01-28 03:12:49.0"
"235","26","26","618966","18644","18651","2016-02-09 00:00:00.0","2016-02-09 00:00:00.0","2016-02-13 00:00:00.0","2016-02-15 00:00:00.0","Omitted","4","5","1",,,"14 NAISH STREET",,,"BALCLUTHA","NZ",,"9200","14 NAISH STREET",,,"BALCLUTHA","NZ",,"9200","Closed - Won","13","2016-01-27 00:00:00.0","1.0","0","5000.0","0","61","27","100","25679","211","36","2016-01-27 11:10:21.0","2016-01-28 03:13:00.0"
"235","27","27","618967","18644","18651","2016-02-09 00:00:00.0","2016-02-09 00:00:00.0","2016-02-13 00:00:00.0","2016-02-15 00:00:00.0","Omitted","4","5","2",,,"288 POMONA STREET",,,"INVERCARGILL","NZ",,"9812","288 POMONA STREET",,,"INVERCARGILL","NZ",,,"Closed - Won","13","2016-01-27 00:00:00.0","1.0","321","5000.0","0","61","27","100","27823","211","36","2016-01-27 11:10:24.0","2016-01-28 03:26:21.0"
"235","28","28","618968","18644","18651","2016-03-15 00:00:00.0","2016-03-15 00:00:00.0","2016-03-20 00:00:00.0","2016-03-20 00:00:00.0","Omitted","2","1","2",,,"121 HERBERT STREET",,,"INVERCARGILL","NZ",,"9810","121 HERBERT STREET",,,"INVERCARGILL","NZ",,,"In Progress","13","2016-01-27 00:00:00.0","1.0","368","5000.0","0","61","27","100","27781","211","36","2016-01-27 11:10:27.0","2016-01-27 23:59:49.0"
