"RunID","TRANSACTION_ID","PO_NUMBER","TRANSACTION_LINE_ID","REF_TRX_NUMBER","REF_CUSTOM_FORM_ID","VENDOR_ID","APPROVER_LEVEL_ONE_ID","APPROVER_LEVEL_TWO_ID","AMOUNT_UNBILLED","APPROVAL_STATUS","bill_address_line_1","bill_address_line_2","bill_address_line_3","bill_city","bill_country","bill_state","bill_zip","CARRIER_ID","CLOSED","CREATED_BY_ID","REQUESTOR_ID","CREATED_FROM_ID","CREATE_DATE","CURRENCY_ID","CUSTOM_FORM_ID","DATE_LAST_MODIFIED","EMPLOYEE_CUSTOM_ID","EXCHANGE_RATE","LOCATION_ID","PO_APPROVER_ID","ship_address_line_1","ship_address_line_2","ship_address_line_3","ship_city","ship_country","ship_state","ship_zip","SHIPMENT_RECEIVED","PO_STATUS","PAYMENT_TERMS_ID","FRIGHT_RATE","SUBSIDIARY_ID","DEPARTMENT_ID","ITEM_ID","BC_QUANTITY","BIH_QUANTITY","BOOK_FAIR_QUANTITY","EDUCATION_QUANTITY","NZSO_QUANTITY","TRADE_QUANTITY","SCHOOL_ESSENTIALS_QUANTITY","ITEM_COUNT","ITEM_GROSS_AMOUNT","AMOUNT","AMOUNT_FOREIGN","NET_AMOUNT","NET_AMOUNT_FOREIGN","GROSS_AMOUNT","MATCH_BILL_TO_RECEIPT","TRACK_LANDED_COST","ITEM_UNIT_PRICE","NUMBER_BILLED","QUANTITY_RECEIVED_IN_SHIPMENT","QUANTITY_RETURNED","EXPECTED_RECEIPT_DATE","ACTUAL_DELIVERY_DATE","TAX_ITEM_ID","TAX_TYPE","TAX_AMOUNT","FREIGHT_ESTIMATE_METHOD_ID","line_type","CLASS_ID"
"197","587722","PO-27","8",,,"18999","18640","18638","0.0","Pending Receipt","50 CARNATION AVENUE",,,"FLORAL PARK","US",,"NY 11001",,"2016-01-08 00:00:00","18441","18441",,"2016-01-07 13:07:19","1","194","2016-01-14 01:10:49","18441","1.50825729","58","18441","21 Lady Ruby Dr.","East Tamaki",,"Auckland","NZ",,"2013",,"Fully Billed","29",,"27",,"34228",,,,,,,,"-1",,"0","0","0","0","0","F",,"0 %",,,,,,"34228","Value Added Tax",,,"PO_TAX",
"197","587725","PO-28","0","SO-20","206","18999","18640","18638","-7.54","Pending Receipt","50 CARNATION AVENUE",,,"FLORAL PARK","US",,"NY 11001",,,"18441","18441","587724","2016-01-07 13:42:02","1","202","2016-01-07 13:43:53","18441","1.50825729","58","18441",,,,,"AU",,,,"Pending Bill","29",,"27",,,,,,,,,,,,"-7.54","-5","-7.54","-5","-7.54","F",,,,,,,,,,,,"PO_HDR",
"197","587725","PO-28","1","SO-20","206","18999","18640","18638","-7.54","Pending Receipt","50 CARNATION AVENUE",,,"FLORAL PARK","US",,"NY 11001",,,"18441","18441","587724","2016-01-07 13:42:02","1","202","2016-01-07 13:43:53","18441","1.50825729","58","18441",,,,,"AU",,,"2016-01-08 00:00:00","Pending Bill","29",,"27",,"39417",,,,,,,,"4","5","7.54","5","7.54","5","7.54","F","T","1.8853216125","0","4",,,,"34228",,"0.0","2","PO_LINE",
"197","587725","PO-28","5","SO-20","206","18999","18640","18638","-7.54","Pending Receipt","50 CARNATION AVENUE",,,"FLORAL PARK","US",,"NY 11001",,,"18441","18441","587724","2016-01-07 13:42:02","1","202","2016-01-07 13:43:53","18441","1.50825729","58","18441",,,,,"AU",,,,"Pending Bill","29",,"27",,"34228",,,,,,,,"-1",,"0","0","0","0","0","F",,"0 %",,,,,,"34228","Value Added Tax",,,"PO_TAX",
"197","587934","PO-29","0",,,"18999","18640","18638","-3.77","Pending Receipt","50 CARNATION AVENUE",,,"FLORAL PARK","US",,"NY 11001",,,"18441","18441",,"2016-01-07 15:48:21","1","194","2016-01-07 15:49:19","18441","1.50825729","58","18441","21 Lady Ruby Dr.","East Tamaki",,"Auckland","NZ",,"2013",,"Pending Receipt","29",,"27",,,,,,,,,,,,"-3.77","-2.5","-3.77","-2.5","-3.77","F",,,,,,,,,,,,"PO_HDR",
"197","587934","PO-29","1",,,"18999","18640","18638","-3.77","Pending Receipt","50 CARNATION AVENUE",,,"FLORAL PARK","US",,"NY 11001",,,"18441","18441",,"2016-01-07 15:48:21","1","194","2016-01-07 15:49:19","18441","1.50825729","58","18441","21 Lady Ruby Dr.","East Tamaki",,"Auckland","NZ",,"2013",,"Pending Receipt","29","28.0","27",,"39417",,"2",,,,,,"2","2.5","3.77","2.5","3.77","2.5","3.77","F","T","1.8853216125","0","0",,"2016-01-15 00:00:00",,"34228",,"0.0","2","PO_LINE",
"197","587934","PO-29","5",,,"18999","18640","18638","-3.77","Pending Receipt","50 CARNATION AVENUE",,,"FLORAL PARK","US",,"NY 11001",,,"18441","18441",,"2016-01-07 15:48:21","1","194","2016-01-07 15:49:19","18441","1.50825729","58","18441","21 Lady Ruby Dr.","East Tamaki",,"Auckland","NZ",,"2013",,"Pending Receipt","29",,"27",,"34228",,,,,,,,"-1",,"0","0","0","0","0","F",,"0 %",,,,,,"34228","Value Added Tax",,,"PO_TAX",
"197","589150","PO-30","0",,,"18999","18640","18638","-196.09","Pending Approval of Approver 2","50 CARNATION AVENUE",,,"FLORAL PARK","US",,"NY 11001",,,"59900","59900",,"2016-01-08 12:09:46","1","194","2016-02-15 09:27:24","59900","1.50840936","58",,"21 Lady Ruby Dr.","East Tamaki",,"Auckland","NZ",,"2013",,"Pending Supervisor Approval","29",,"27",,,,,,,,,,,,"-196.09","-130","-196.09","-130","-196.09","F",,,,,,,,,,,,"PO_HDR",
"197","589150","PO-30","1",,,"18999","18640","18638","-196.09","Pending Approval of Approver 2","50 CARNATION AVENUE",,,"FLORAL PARK","US",,"NY 11001",,,"59900","59900",,"2016-01-08 12:09:46","1","194","2016-02-15 09:27:24","59900","1.50840936","58",,"21 Lady Ruby Dr.","East Tamaki",,"Auckland","NZ",,"2013",,"Pending Supervisor Approval","29",,"27",,,,,,,,,,,,"196.09","130","196.09","130","196.09","F",,,"0","0",,,,"34228",,"0.0",,"PO_LINE",
"197","589150","PO-30","8",,,"18999","18640","18638","-196.09","Pending Approval of Approver 2","50 CARNATION AVENUE",,,"FLORAL PARK","US",,"NY 11001",,,"59900","59900",,"2016-01-08 12:09:46","1","194","2016-02-15 09:27:24","59900","1.50840936","58",,"21 Lady Ruby Dr.","East Tamaki",,"Auckland","NZ",,"2013",,"Pending Supervisor Approval","29",,"27",,"34228",,,,,,,,"-1",,"0","0","0","0","0","F",,"0 %",,,,,,"34228","Value Added Tax",,,"PO_TAX",
